study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	fastq_ftp	sample_alias	sample_title
PRJNA650381	SAMN15703179	SRX8893779	SRR12395118	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/018/SRR12395118/SRR12395118_1.fastq.gz	IDR1900050927-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703178	SRX8893778	SRR12395119	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/019/SRR12395119/SRR12395119_1.fastq.gz	IDR1900050926-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703177	SRX8893777	SRR12395120	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/020/SRR12395120/SRR12395120_1.fastq.gz	IDR1900050925-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703176	SRX8893776	SRR12395121	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/021/SRR12395121/SRR12395121_1.fastq.gz	IDR1900050924-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703175	SRX8893775	SRR12395122	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/022/SRR12395122/SRR12395122_1.fastq.gz	IDR1900050923-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703174	SRX8893774	SRR12395123	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/023/SRR12395123/SRR12395123_1.fastq.gz	IDR1900050921-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702977	SRX8893773	SRR12395124	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/024/SRR12395124/SRR12395124_1.fastq.gz	IDR1900034830-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703173	SRX8893772	SRR12395125	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/025/SRR12395125/SRR12395125_1.fastq.gz	IDR1900050780-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703172	SRX8893771	SRR12395126	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/026/SRR12395126/SRR12395126_1.fastq.gz	IDR1900050776-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703171	SRX8893770	SRR12395127	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/027/SRR12395127/SRR12395127_1.fastq.gz	IDR1900050459-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703170	SRX8893769	SRR12395128	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/028/SRR12395128/SRR12395128_1.fastq.gz	IDR1900050032-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703150	SRX8893768	SRR12395129	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/029/SRR12395129/SRR12395129_1.fastq.gz	IDR1900048689-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703146	SRX8893767	SRR12395130	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/030/SRR12395130/SRR12395130_1.fastq.gz	IDR1900048061-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703152	SRX8893766	SRR12395131	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/031/SRR12395131/SRR12395131_1.fastq.gz	IDR1900049305-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703073	SRX8893765	SRR12395132	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/032/SRR12395132/SRR12395132_1.fastq.gz	IDR1900042447-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703072	SRX8893764	SRR12395133	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/033/SRR12395133/SRR12395133_1.fastq.gz	IDR1900042443-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703070	SRX8893763	SRR12395134	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/034/SRR12395134/SRR12395134_1.fastq.gz	IDR1900042441-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702976	SRX8893762	SRR12395135	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/035/SRR12395135/SRR12395135_1.fastq.gz	IDR1900034828-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703069	SRX8893761	SRR12395136	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/036/SRR12395136/SRR12395136_1.fastq.gz	IDR1900042440-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703068	SRX8893760	SRR12395137	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/037/SRR12395137/SRR12395137_1.fastq.gz	IDR1900042437-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703066	SRX8893759	SRR12395138	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/038/SRR12395138/SRR12395138_1.fastq.gz	IDR1900042202-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703065	SRX8893758	SRR12395139	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/039/SRR12395139/SRR12395139_1.fastq.gz	IDR1900041866-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703064	SRX8893757	SRR12395140	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/040/SRR12395140/SRR12395140_1.fastq.gz	IDR1900041853-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703053	SRX8893756	SRR12395141	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/041/SRR12395141/SRR12395141_1.fastq.gz	IDR1900040771-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703047	SRX8893755	SRR12395142	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/042/SRR12395142/SRR12395142_1.fastq.gz	IDR1900040171-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703347	SRX8893754	SRR12395143	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/043/SRR12395143/SRR12395143_1.fastq.gz	IDR2000002369-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703346	SRX8893753	SRR12395144	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/044/SRR12395144/SRR12395144_1.fastq.gz	IDR2000002367-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703345	SRX8893752	SRR12395145	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/045/SRR12395145/SRR12395145_1.fastq.gz	IDR2000002365-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703344	SRX8893751	SRR12395146	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/046/SRR12395146/SRR12395146_1.fastq.gz	IDR2000002363-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703343	SRX8893750	SRR12395147	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/047/SRR12395147/SRR12395147_1.fastq.gz	IDR2000002360-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703342	SRX8893749	SRR12395148	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/048/SRR12395148/SRR12395148_1.fastq.gz	IDR2000002359-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703341	SRX8893748	SRR12395149	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/049/SRR12395149/SRR12395149_1.fastq.gz	IDR2000002358-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703037	SRX8893747	SRR12395150	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/050/SRR12395150/SRR12395150_1.fastq.gz	IDR1900039328-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703340	SRX8893746	SRR12395151	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/051/SRR12395151/SRR12395151_1.fastq.gz	IDR2000002357-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703339	SRX8893745	SRR12395152	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/052/SRR12395152/SRR12395152_1.fastq.gz	IDR2000002356-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703338	SRX8893744	SRR12395153	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/053/SRR12395153/SRR12395153_1.fastq.gz	IDR2000002355-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703337	SRX8893743	SRR12395154	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/054/SRR12395154/SRR12395154_1.fastq.gz	IDR2000002354-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703336	SRX8893742	SRR12395155	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/055/SRR12395155/SRR12395155_1.fastq.gz	IDR2000002353-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703335	SRX8893741	SRR12395156	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/056/SRR12395156/SRR12395156_1.fastq.gz	IDR2000002352-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703334	SRX8893740	SRR12395157	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/057/SRR12395157/SRR12395157_1.fastq.gz	IDR2000002132-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703333	SRX8893739	SRR12395158	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/058/SRR12395158/SRR12395158_1.fastq.gz	IDR2000002054-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703332	SRX8893738	SRR12395159	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/059/SRR12395159/SRR12395159_1.fastq.gz	IDR2000002052-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703331	SRX8893737	SRR12395160	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/060/SRR12395160/SRR12395160_1.fastq.gz	IDR2000001851-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703036	SRX8893736	SRR12395161	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/061/SRR12395161/SRR12395161_1.fastq.gz	IDR1900039313-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703330	SRX8893735	SRR12395162	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/062/SRR12395162/SRR12395162_1.fastq.gz	IDR2000001297-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703329	SRX8893734	SRR12395163	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/063/SRR12395163/SRR12395163_1.fastq.gz	IDR2000001296-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703328	SRX8893733	SRR12395164	33894	Mycobacterium tuberculosis variant africanum	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/064/SRR12395164/SRR12395164_1.fastq.gz	IDR2000001295-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis variant africanum
PRJNA650381	SAMN15703327	SRX8893732	SRR12395165	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/065/SRR12395165/SRR12395165_1.fastq.gz	IDR2000001294-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703326	SRX8893731	SRR12395166	33892	Mycobacterium tuberculosis variant bovis BCG	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/066/SRR12395166/SRR12395166_1.fastq.gz	IDR2000001292-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis variant bovis BCG
PRJNA650381	SAMN15703325	SRX8893730	SRR12395167	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/067/SRR12395167/SRR12395167_1.fastq.gz	IDR2000001289-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703324	SRX8893729	SRR12395168	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/068/SRR12395168/SRR12395168_1.fastq.gz	IDR2000001288-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703323	SRX8893728	SRR12395169	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/069/SRR12395169/SRR12395169_1.fastq.gz	IDR2000001287-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703322	SRX8893727	SRR12395170	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/070/SRR12395170/SRR12395170_1.fastq.gz	IDR2000001286-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703321	SRX8893726	SRR12395171	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/071/SRR12395171/SRR12395171_1.fastq.gz	IDR2000001285-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703059	SRX8893725	SRR12395172	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/072/SRR12395172/SRR12395172_1.fastq.gz	IDR1900040953-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15702975	SRX8893724	SRR12395173	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/073/SRR12395173/SRR12395173_1.fastq.gz	IDR1900034827-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703320	SRX8893723	SRR12395174	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/074/SRR12395174/SRR12395174_1.fastq.gz	IDR2000001284-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703319	SRX8893722	SRR12395175	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/075/SRR12395175/SRR12395175_1.fastq.gz	IDR2000001231-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703318	SRX8893721	SRR12395176	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/076/SRR12395176/SRR12395176_1.fastq.gz	IDR2000001162-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703317	SRX8893720	SRR12395177	33892	Mycobacterium tuberculosis variant bovis BCG	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/077/SRR12395177/SRR12395177_1.fastq.gz	IDR2000000270-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis variant bovis BCG
PRJNA650381	SAMN15703316	SRX8893719	SRR12395178	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/078/SRR12395178/SRR12395178_1.fastq.gz	IDR1900063331-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703315	SRX8893718	SRR12395179	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/079/SRR12395179/SRR12395179_1.fastq.gz	IDR1900063330-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703314	SRX8893717	SRR12395180	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/080/SRR12395180/SRR12395180_1.fastq.gz	IDR1900063309-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703313	SRX8893716	SRR12395181	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/081/SRR12395181/SRR12395181_1.fastq.gz	IDR1900063129-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703312	SRX8893715	SRR12395182	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/082/SRR12395182/SRR12395182_1.fastq.gz	IDR1900062754-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703311	SRX8893714	SRR12395183	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/083/SRR12395183/SRR12395183_1.fastq.gz	IDR1900062752-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703058	SRX8893713	SRR12395184	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/084/SRR12395184/SRR12395184_1.fastq.gz	IDR1900040887-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703310	SRX8893712	SRR12395185	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/085/SRR12395185/SRR12395185_1.fastq.gz	IDR1900062751-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703309	SRX8893711	SRR12395186	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/086/SRR12395186/SRR12395186_1.fastq.gz	IDR1900062750-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703308	SRX8893710	SRR12395187	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/087/SRR12395187/SRR12395187_1.fastq.gz	IDR1900062700-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703307	SRX8893709	SRR12395188	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/088/SRR12395188/SRR12395188_1.fastq.gz	IDR1900062670-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703306	SRX8893708	SRR12395189	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/089/SRR12395189/SRR12395189_1.fastq.gz	IDR1900062412-01-02	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
PRJNA650381	SAMN15703305	SRX8893707	SRR12395190	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION	ftp.sra.ebi.ac.uk/vol1/fastq/SRR123/090/SRR12395190/SRR12395190_1.fastq.gz	IDR1900062071-01-01	This sample has been submitted by pda|pascal.lap@gmail.com on 2020-10-17; Mycobacterium tuberculosis
